name,reviews.text
Doubletree By Hilton West Palm Beach Airport,"Usually don't expect much from the Doubletrees, but this place was a nice surprise. Super friendly staff, comfortable rooms, and the biggest surprise was the delicious food. Great location and would definitely come back"
Doubletree By Hilton West Palm Beach Airport,the pot smoking is becoming out of hand... really annoying for anyone with a real job!
Doubletree By Hilton West Palm Beach Airport,We had a great stay at the DoubleTree Palm Beach Airport. Thank you to all of the staff at this hotel for making a one day business trip into the area a pleasant one. Everyone was accomodating and friendly. Ordered room service and it came very quickly and the food was great. The favorite part of my stay was the... More
Doubletree By Hilton West Palm Beach Airport,We found cockroaches on the bed the morning after our stay. We are still trying the get the issue resolve with the hotel management. We even took a video of the cockroaches on the pillow and showed it to the manager. Overall we are not satisfied with this facility.
Doubletree By Hilton West Palm Beach Airport,"As one would expect of a Hilton location, the room was well kept, updated and clean. The entire hotel was 'quality', except for the maid service. we stayed there five days. We used a bath towel the second day and left it lying across the top of the microwave. Three days passed without the maid picking it up and replacing... More"
Doubletree By Hilton West Palm Beach Airport,"My stay here was amazing. The staff was beyond friendly and sweet. I have to say a huge thank you to Gessica, Mercedes and Rosan!!!!! They made my boyfriend birthday weekend the best ever, they set the room up and sent us a fruit plate, plus the cutest little card ever ! My man was so impressed and it made... More"
Doubletree By Hilton West Palm Beach Airport,The pot smoking is becoming out of hand... really annoying for anyone with a real job!
Doubletree By Hilton West Palm Beach Airport,Good hotel in line with what you would expect from the Hilton brand. Nicely situated between airport downtown. Fitness centre is adequate although you can end up peddling in the dark alone if on an exercise bike as lights are on a motion sensor. Only real complaint is that you get 2 small complimentary bottles of water on checkin... More
Doubletree By Hilton West Palm Beach Airport,They left the same sheet from the night before. They didn't have a microwave in the room. They house keeping people look like they were rushing in my room. They didn't organized anything in the room or take out the trash we had the night before.
Doubletree By Hilton West Palm Beach Airport,I ordered a steak well done which was not done properly. I was working and did not feel like waiting for a new meal so I ate what I could. I called down and spoke to Keith informed him of the mistake. My check was closed out so all he could do was offer me a free entree. I declined.... More
Doubletree By Hilton West Palm Beach Airport,"No complaints whatsoever! Friendly check-in Room-Upgraded to a suite as Diamond HHonors member Room was huge! Comfortable bed Bathrooms- 2 bathrooms, large shower Large dining room table, sofa Shuttle-airport and takes you to City Place Now, this is a real Doubletree! Price: 111 for one night stay-Friday night"
Doubletree By Hilton West Palm Beach Airport,The hotel was great. We ate dinner at the restaurant in the hotel. It was recommended that we get the fish dinner that came with asparagus and coconut rice. The fish: horrible...not edible...maybe even microwaved. The coconut rice:delicious The asparagus: straight out of a can or just plain old they were bitter and gross. The waitress apologized and gave us a free dessert. Key Lile pie......smh
Doubletree By Hilton West Palm Beach Airport,"This hotel is a pleasant surprise and I will be back. Right off I95 but that is no problem with noise (the hotel guests are more of a problem especially noisy kids). I don't think they allow dogs that is good and keep the rooms and grounds clean. They offer breakfast and staff is very attentive, Wi-Fi free and great... More"
Doubletree By Hilton West Palm Beach Airport,"I've never staid in this hotel, but we decided to make a four night reservation there on June 16 during our Florida trip, and the first day that we arrived, everything went smooth and enjoyable. We checked in early and didn't have no problems. Our room was super clean everyday! There was no stressing about our room being clean everyday.... More"
Doubletree By Hilton West Palm Beach Airport,"Great group, great location , great property. Just a very nice experience . I,be heard from family and friends telling me to start staying with the Hilton group and cut back on IHG. Only issue there is your limited locations in the NC AREAS THAT I TRAVEL"
Doubletree By Hilton West Palm Beach Airport,"We've stayed here multiple times and have always enjoyed our stay. This trip it had been remodeled, which made it even nicer. The rooms are neat and clean and comfortable. My daughter and I are highly allergic to down, which is used in their pillows. However, I called down to the front desk and they were able to send some... More"
Doubletree By Hilton West Palm Beach Airport,The hotel was in a quiet location and easy to get to. The room was so clean you can smell it the minute you walked in. The price was also right for the type of room that we got. I would stay here again when in the area.
Doubletree By Hilton West Palm Beach Airport,Night Receptionist Mercedes is very welcoming and professional 2 thumbs up. Hotel is awesomely renovated very comfy stay! Great location close to airport ambience in this place is amazing! Great for personal and or business trips!
Doubletree By Hilton West Palm Beach Airport,Good for short business trip. Too close to the highway for romantic get away. Most of the employees do not smile. Nothing beats a sincere welcoming smile when checking in at a hotel after a log drive or a long fly. This should be the minimum of any basic training for any hotel employee.
Doubletree By Hilton West Palm Beach Airport,My flight into West Palm Beach landed at close to midnight. I called the hotel for the shuttle and the phone was answered on the second ring. She told me the shuttle would be there in 10 minutes and it arrived even sooner than that. Upon arriving at the hotel I found out that my reservation was not in the... More
Doubletree By Hilton West Palm Beach Airport,Everyone here has been beyond nice and generous - get Robert to drive you and if you are nice the security guy will give you some extra pool time after  11!  Cookies and a great pool = amazing
Doubletree By Hilton West Palm Beach Airport,"Stayed at the Doubletree for my Anniversary, and it was beyond perfect. From the staff to the room and the area. It was amazing. The breakfast was delicious and the staff were all very friendly and attentive. Will definitely stay again AND SOON!"
Doubletree By Hilton West Palm Beach Airport,The staff at this hotel is excellent! Evelyn at the front desk was most accomadating and friendly during my visit. Olivea in the bar/reataurant was the best at making food choice recommendations. Everything she recommended was spot on. Great customer service!
Doubletree By Hilton West Palm Beach Airport,"Had just landed from Madrid via Charlotte, a loong day. The hotel was conveniently located 6 minutes if not less from the airport. Check in was quick, warm cookies for every guest, the room, clean, quiet, bed pillowly soft, I would stay at this location again."
Doubletree By Hilton West Palm Beach Airport,"This hotel is amazing. The staff was extremelly friendly since day 1. I had no problem checking in a little early because of my newborn baby, and the staff was always very helpful. I even forgot some things on the hotel, and the people at the hotel were kind enough to send them over to my house! I will stay... More"
Doubletree By Hilton West Palm Beach Airport,"The staff there is AMAZING!!! They made our stay very comfortable. The front desk agent, MJ was courteous, friendly, professional with a lovely smile. My husband had a conference call and was in need of an extended late check out, the Manager on duty, Evelyn was more than accommodating. The restaurant staff was very attentive. Especially, our server Keith was... More"
Doubletree By Hilton West Palm Beach Airport,"Visiting family in the area for Christmas, we stayed at this hotel. Staff was nice at both check in and check out. Loved the cookie at check in! Room was clean, updated and somewhat quiet for being right off I-95. The AC made a lot of noise but other than that, very nice place to stay."
Doubletree By Hilton West Palm Beach Airport,Only one of the desk attendants was somewhat rude but otherwise EVERYTHING was perfect! Id come back. :) They offered a shuttle service to and from the airport as well as to City Place which is a huge plus as Ubers can get pricey lol
Doubletree By Hilton West Palm Beach Airport,"Was taken here after an evening flight was cancelled out of PBI. It was very much a middle of the line hotel. The staff told me it was within easy walking distance of City Place, etc., but that's not accurate it's somewhat of a distance on the other side of I-95 take a cab! Overall OK, but I wouldn't stay... More"
Doubletree By Hilton West Palm Beach Airport,None
Anaheim Marriott Suites,"This is my familys go to hotel for Southern California Trips. Although its walking distance to Disney which is great, and have an awesome shuttle to Disney for those that dont want to walk when we stay here, were able to go to great shopping nearby, beautiful beaches, Knotts Berry Farm, and other popular destinations. We always have a great... More"
Anaheim Marriott Suites,I paid to park and couldn't find a park when we returned from Disneyland..Hotel staff gave me valet which was great..
Anaheim Marriott Suites,"We always pick Marriott name because even in lower priced hotel the bed is always the best, this was not. Took two days and we had to call for extra soap and the computer wouldn't let us get boarding passes, so had to go behind front desk. While standing there I was asked by other guests how late the pool was open. Funny!"
Anaheim Marriott Suites,"It is a great family hotel, with spacious suite rooms, a great pool, and close proximity to Disneyland."
Anaheim Marriott Suites,"Loved having a suite plenty of room for our family of 5. The beds are awful, hard as a rock. The pool is a little small for a hotel of this size and in the shade a good portion of the afternoon. It's a cheap Uber ride to the parks and Target is directly acrossed the street."
Anaheim Marriott Suites,"We were pleased that it was close to Disneyland, we enjoyed the pool and the hotel very much. Family friendly..."
Anaheim Marriott Suites,"Nice property. All rooms are suites, but didn't have a terribly expansive feeling. Having said that, there's plenty of room for a couple. I was traveling solo with a once night convenience stop in my former and long time stomping grounds of Orange County. Friendly front desk staff, with a nice acknowledgement of my Marriott Gold status. No upgrade, but... More"
Anaheim Marriott Suites,You just stay one night. But the children said the bed was very comfortable. But i heard the shower head was dripping until i fell asleep
Anaheim Marriott Suites,"My family and I started staying here years ago when our oldest were just little guys. We have loved it ever since. The hotel is very clean, the staff is always outstanding and the breakfast is great. As our family has grown and the addition of siblings having an all you can eat breakfast that actually offers breakfast (omelette bar,... More"
Anaheim Marriott Suites,"Was disappointed to see my bill and the 15 charge for parking. The 15 isn't the issue, it's the fact that at check in I was given a card to place in the windshield overnight. Not once did the hotel employee mention a fee for parking."
Anaheim Marriott Suites,"This was a great family friendly hotel that offered many dining options such as room service, a restaurant on the ground floor, as well as a short walk (as in--cross the street and you are at Red Robin, Outback, Joe's Crab Shack, and Oggi's), AND a Starbuck's in the lobby. There is a shuttle to Disneyland for a small fee... More"
Anaheim Marriott Suites,stayed for 3 night and was nice. hotel was busy but had quiet night for seeing so many families. staff was friendly and helpful
Anaheim Marriott Suites,"Unfortunately king bed was hard and uncomfortable, so not a good night's sleep. The pull out bed was really bad. The head of the bed was lower than the foot of the bed and the mattress was almost non-existent. Also, the bed wasn't made and there were no linens, so I had to call for them. The mattress cover had old blood stains so that had to be changed out also. Was very disappointed because the room was clean otherwise and the pool area was nice. But the point of a hotel is to sleep and when the beds suck, it makes the next day miserable."
Anaheim Marriott Suites,Do not eat there! Stop and had a light meal at night bad move! Good was awful! Room was ok bed a little hard. The hotel looks like it needs a update! Good for price.
Anaheim Marriott Suites,"Perfect hotel for Disney Vacation, rooms are large enough for a family of five. Rooms come with refrigerator (a plus), hotel is 15-20 minute walk from Disney Land."
Anaheim Marriott Suites,"I prefer to stay in Marriotts, however, this one is very outdated and rooms are very dirty. There is also not enough staff present in the lobby for questions, help, etc. Pool area is nice and large but dirty and constantly out of towels. Pool area needs to be monitored more."
Anaheim Marriott Suites,"The hotel is an excellent choice for a family. The suites are spacious, however the beds needed improvement. They were actually changing the mattresses in all rooms during our stay. The breakfast buffet is a little bit pricey, but convenient. The location is excellent! It is only a few blocks from Disneyland. Will definitely stay again."
Anaheim Marriott Suites,Didn't like having to pay for parking. 15 more for overnight parking was expensive.
Anaheim Marriott Suites,"had to request complimentary tea, coffee and sugar giving exact amount. Jacuzzi was dirty."
Anaheim Marriott Suites,excellent
Anaheim Marriott Suites,Family vacation
Anaheim Marriott Suites,"Wow.... I had a great impression of this hotel upon arrival- friendly, people-oriented, conversational, helpful and attentive front desk staff, clean spacious updated rooms, comfortable beds, sunny inviting seating areas placed all around the hotel, free wi-fi, Starbucks in the lobby, fruit infused water in the lobby, restaurants surrounding the hotel within walking distance...so many perks. But the the icing... More"
Anaheim Marriott Suites,"It was really great until 2nd to last day. House keeping never came to room that day to empty trash, change towels or make bed."
Anaheim Marriott Suites,Great time!
Anaheim Marriott Suites,"This hotel is clean, family friendly, and the hotel staff provided us with superb service! The location is great to Disneyland, restaurants, and much, much more. The rooms are very clean and the bonus is that they have a Starbucks on site!"
Anaheim Marriott Suites,"I am going to preface this review by saying that my wife and I are hotel snobs, and we travel a great deal. We have stayed in the Anaheim area a number of times, and the Anaheim Marriott Suites is always our preference! We recently stayed at this property, as our family was visiting Disneyland. We were lucky to have... More"
Anaheim Marriott Suites,Staff was Great and very friendly. They were very attentive and made sure we had everything we needed. I called for extra pillows and they were delivered right away. Room was spacious and clean. I would definitely stay here again.
Anaheim Marriott Suites,"Stayed here from August 20 (Thursday) - August 23 (Sunday) for 3 nights with my parents. We got a very good deal of 119/night for 3 nights straight. Overall, it's a nice property, especially good for convention centers. Check in was very quick and smooth, despite reaching there around 9pm Thursday night. Maya checked us in efficiently, and my dad... More"
Anaheim Marriott Suites,"They charge for parking a car and also money for water bottle, no free wi-fi service in room. Price rate is not worth for service"
Anaheim Marriott Suites,"Excellent customer service, clean rooms, beautiful facilities. From the moment we got there, the bellman taking our luggage and our vehicle, to the lady at the front desk were all very nice. We asked for towels and they were brought to us immediately. I wish we had stayed there longer."
Anaheim Marriott Suites,Horrible staff
Anaheim Marriott Suites,Very family friendly hotel and our room was spacious and clean. Location is good with surrounding restaurants and shopping. The staff was pleasant and helpful anytime we had questions. The sales staff went above and beyond for us with our Disneyland trip. Shuttle to and from Disneyland was convenient and was easy to use. The laundry and ice rooms were... More
Anaheim Marriott Suites,Was amazing
Anaheim Marriott Suites,"We spent 5 days at the Marriott Suites, and it could not have been any better. The staff was friendly, and always had great suggestions. It has a great location with multiple restaurants to choose from in the immediate area. The hotel is close to the Angels stadium, so we took in an Angels game while we were in town... More"
Anaheim Marriott Suites,This is my second stay at this hotel. Previous stay was okay but this time the our room was dirty and dusty. You can see that the walls and head board was dusty and has finger prints. Not good.
Anaheim Marriott Suites,"First timers to this property and I was very impressed. Our room was spacious enough for our little party of 4. And more than that, it was clean and in good standing order. It's techinically in Garden Grove, but up the street from DL so it's a great option if you are headed there. No plans for DL this trip,... More"
Anaheim Marriott Suites,"Bed was hard as a rock. Didn't get the room we booked on hotels.com and hotels.com said we were booked for three nights but hotel only had us down for two nights. Arrived late at night after driving 10 hours only to find no room for us. The hallways, elevator restaurant were excruciatingly hot! The restaurant sucked... Poor service with lousy hours... Pool was dirty! I'll never stay here again!"
Anaheim Marriott Suites,My wife and I stayed here in April for SW Celebration and Disneyland. The suite was very comfortable for two people but might be too small for a larger family. The walk to the Anaheim Convention center was too far for us so we parked across the street and afterwards walked to the Disneyland park. I would definitely stay there... More
Anaheim Marriott Suites,"I travel a lot and stay in Marriott hotels all over the country, this Marriott is my favorite of all. Not only is this hotel perfectly located for anyone visiting Disney, the service is gold standard. Every time my family and I go to Disney I stay at this hotel and I tel every person I know visiting Disney this... More"
Anaheim Marriott Suites,Nice to have the extra room for meetings instead of having your bed be in the same room. Staff were pleasant and business like. Keep in mind that parking is an additional charge. Kind of seemed wrong to me since the parking lot was so large. Overall good experience.
Anaheim Marriott Suites,It was wonderful
Anaheim Marriott Suites,Everything was amazing. Room was spacious and comfortable. The breakfast in their restuant was delicious and well priced. Tram to take to disneyland was easy and fast! The only complaint is that the walls are a bit thin making sleeping in impossible.
Anaheim Marriott Suites,Close to Disney
Anaheim Marriott Suites,"Great breakfast crew Leo, Alex, Hasa, Jose, great dinner options, Liz, Kris and chef Hany always on top of the kitchen. Farid has everything else covered for your stay. Can't wait to come back. Reservations with help from Annette, check in with Michelle and Nick always works for me."
Anaheim Marriott Suites,Also had to pay for ride to the park but it was a great hotel
Anaheim Marriott Suites,"had issues with A/C unit, BEDS were too small full size only, parking was expensive and there was a charge for WiFi...otherwise hotel was very nice."
Anaheim Marriott Suites,We arrived in OC for an Angels Game and discovered a gem of a hotel when we checked into this great family hotel. The staff was friendly and the room was perfect for our family of four. After a short ride to and from the baseball game the kids got to swim and meet new buddies in a very kid... More
Anaheim Marriott Suites,"The hotel is a little used, as are most Anaheim hotels. The room was decent, and the staff was very friendly and helpful."
Anaheim Marriott Suites,"I planned a weekend getaway with my significant other. I wasn't sure where to go so I ended up going to Disneyland in Anaheim. After several days searching for the best hotel, the Anaheim Marriott Suites came up on tripadvisor. At first I was hesitant as I had never stayed at one of these hotels, however I'm so happy I... More"
Anaheim Marriott Suites,"Clean, quiet, great! Will stay again."
Anaheim Marriott Suites,"We always enjoy our stay here, and it suits us well for visits to Disneyland. Although we didn't partake this trip, the breakfasts are delicious and the Disneyland shuttle is convenient. The front desk staff and housekeeping are thorough and accommodating. The rooms are spacious and clean. Our family of 6 was mostly comfortable, although the queen beds are a bit narrow for two adults. I'm not sure why they feel smaller than other queen hotel beds, but both my husband and I felt we were sleeping on the edge of the bed. Otherwise, we recommend this location highly for larger family groups."
Anaheim Marriott Suites,"We stayed here for a family vacation to Disneyland. The shuttle service to and from was timely and convenient. Also, loved having several very good restaurant options available to choose from (pizza, seafood, mexican, etc) all within walking distance. Rooms are spacious and most of all CLEAN! The staff was more than helpful. We will definitely stay again."
Anaheim Marriott Suites,"Now, seriously: You're not in Anaheim to spend maximum quality time inside your hotel. Admit it: You're there for the attractions. Probably Disney. There are hotels that are much closer to Disney. And they are either much more expensive or much less attractive than the Marriott Suites. Here are the big plusses: 1) There is a (paid) shuttle bus from... More"
Anaheim Marriott Suites,"Loved the hotel. My wife and I had never had the opportunity to stay at a Marriott hotel, or in a suite for that matter. We arrived early, hours before check in, and the staff were great. The bell men held our bags until our room was ready so we didn't have to carry them around. When we got our room, we had the choice of second floor or eleventh floor. Floor 11 here we come. We were amazed when we walked in the room. Very elegant. The pics on the website didn't do any justice. Very nice.... The only problem with the room was the hardness of the bed. We had a king suite, and the mattress was like sleeping on a piece of plywood. Other than that, we enjoyed our stay."
Anaheim Marriott Suites,"Stayed here for a couple nights. Overall great area, didn't have really an issue, course it's near Disneyland, may here excited kids at 6-10am once in a while. Wasn't really an issue, parking was alright for not being free. Always spots. Beaches aren't far, there's a nice mall nearby as well as good choices for restaurants. Suite was amazing, overall going to look for this hotel first because we enjoyed it so much for the price"
Anaheim Marriott Suites,A family vacation to visit Disneyland. This hotel is a good location and represents good value.
Anaheim Marriott Suites,We stayed for 4 nights. Hotel is great and very clean.
Anaheim Marriott Suites,Locked us out of our room every day!!!. AC DIDNT work!!!! Worst experience ever!! Wifi expensive!
Anaheim Marriott Suites,"Our suite was comfortable and its associated service was very good. However, our stay was made memorable by our breakfast experiences. Our waiter, Jose Ceja, was fast, helpful, and enjoyed interacting with our 4 children - his entertaining personality kept us looking forward to breakfast each day! Our food was prepared well beyond our expectation. Also, having a Starbucks located... More"
Anaheim Marriott Suites,Overall the room nice and comfortable just need small clean up need look closer.
Anaheim Marriott Suites,I like it
Anaheim Marriott Suites,I stayed for two nights. the location is very close to Disney parks. the rooms have not been renovated in a long time. the staff was friendly and accommodating. I recommend self parking. the parking lot is very convenient. I will probably try another Marriott in the area next time.
Anaheim Marriott Suites,The staff really made you feel at home. The beds were really comfortable. The location was PERFECT. Everything is walking distance.
Anaheim Marriott Suites,Very clean and great customer service
Anaheim Marriott Suites,"Just wanted to stay here for a night so we didn't have to drive back to San Diego exhausted after a Disneyland trip. Very nice staff, good area, and super close to the parks!"
Anaheim Marriott Suites,"We stayed last weekend and will start by saying the hotel is definitely older and needs updating! I understand it's high season right now, but it's always high season with Disneyland up the street, so eventually Marriott will need to suck it up and get it done! Most in need is the plumbing, which is remarkably substandard. Our tub had... More"
Anaheim Marriott Suites,"Professional, friendly and proficient staff. They make you feel welcome and at home. Great location and easy access to Disneyland. The suites are beautiful and very comfortable for everyone. I would stay again."
Anaheim Marriott Suites,Well located hotel. Furniture both in common areas and rooms is dirty. Our room did not get housekeeping 2 days in a row. 15/day to park. Will look elsewhere next time.
Anaheim Marriott Suites,"The staff are exceptional! Everyone from the management to the cafe staff, to our housekeepers were top notch! Very helpful, friendly. Everyone went the extra step to make our 25th Anniversary trip to Disneyland a fun-filled adventure! The staff in the Sunspot cafe are especially wonderful, our waiter Jose C was a jewel! The night manager gave us a fabulous... More"
Anaheim Marriott Suites,Large rooms close proximity to Disneyland was a great benefit
Anaheim Marriott Suites,"The hotel ended up being great. When booking the room we were told that parking was free but upon checkin they told us it wasn't. They did comp the parking but at the same time said that you should not believe the Internet and call the hotel to be sure... What Are you kidding Your not suppose to trust the people who sell the rooms Oh well, after that point everything was really terrific and great. The hotel was great. The breakfast there was great too - particularly a guy named Leo who works in the restaurant. He is terrific and not just to me and my family but to everyone as I watched him do his work. I would definitely stay there again."
Anaheim Marriott Suites,Attended Coca Cola National Basketball Tiurnament
Anaheim Marriott Suites,"Everything was clean and comfortable!! Staff top notch, restaurant fantastic!!"
Anaheim Marriott Suites,One of the best comfortable stays we had in our trip. Lovely suite with seperated living room withsofa bed. The bathroom was nice a bit small but it was no bother. We did not try the breakfast. My kids enjoyed the swimming pool. They sell the disney tickets in the lobby and the offered bus transportation to disney parks for... More
Anaheim Marriott Suites,The Anaheim Marriott Suites has a very comfortable bed in the primary bedroom. The sofa bed was lumpy and uncomfortable at times. The bathroom was spacious and had great amenities. We did have to pay for parking 12. The location is very close to Target across the street. The restaurants were accessible out front of the hotel without needing to... More
Anaheim Marriott Suites,"When I 1st checked in to the hotel the man gave me free breakfast vouchers due for a long wait for the room to be finished, even though it was 5 minutes and it didn't take that long. The beds were SUPER comfy, really good flat screen TV. They had a Starbucks at the lobby. Great breakfast. But the only... More"
Anaheim Marriott Suites,"Served its purpose as a home base while visiting friends, seeing sights, etc."
Anaheim Marriott Suites,"Had a great stay at this property. Staff was very friendly, property was well kept, room was very clean and couldn't beat the location. Close to Disney and great restaurants. We did not get a chance to use the pool but hopefully our next stay"
Anaheim Marriott Suites,"The first day of my visit, I did not have enough coffee cups in the room. The front desk offered to send some up, but I did not want to wait. JOSE at the Sun Spot Restaraunt quickly brought me cups. The following morning, I had the pleasure of him being my server. He is one of the kindest and... More"
Anaheim Marriott Suites,The staff was very friendly and helpful. The hotel was clean and had plenty of room. Our stay was excellent. We went to Disneyland and angels game from there and even up to Hollywood studio tours. Great spot. Would definitely stay there again.
Anaheim Marriott Suites,"Nice hotel, we could see the Disney fireworks from our room. The room was quiet. Target is across the street. They charge for parking. You can catch a Disney shuttle for a small fee from the hotel."
Anaheim Marriott Suites,Family had a great time during our stay I will recommend everyone to stay at this Hotel. Thanks for the hospitality
Anaheim Marriott Suites,Wow. Another great stay at a hotel that feels like my home away from home. Traveling every week it's nice to come to a place where the staff treats you like extended family. Special shout outs to James at Starbuck and Farid. James is one of the best baristas I have had the pleasure to meet. Farid one of the... More
Anaheim Marriott Suites,"Anaheim Marriott Suites is a second home for many at my company, including me. Every staff member I've come across has been great, and this is my favorite hotel in the area. Nick A was able to help me when nobody else could so, thank you for your help if you read this."
Anaheim Marriott Suites,This Hotel was excellent (Airport - LAX) USD17 which can be booked from the front desk. The Hotel Wi-Fi was excellent. The return Shuttle service to Disney Land stops in front of the Hotel (USD5) PER ADULT. very convenient and its centrally Located. Very clean and plenty of amenitys provided. The pool was small however was not a major concern... More
Anaheim Marriott Suites,"We booked this room the night before we headed down to Anaheim. When we walked in it was a pretty large suite with living room, walk in shower and good sized bedroom with huge king size bed. We pretty much took the Lyft everywhere we needed to go which wasn't too bad Disneyland was a 6 ride from this hotel. There was plenty of stuff to eat all around the hotel. The only bad thing was you had to pay 15 a night to park at the hotel. since we had to run off we just parked on the street for free. We had a great time during our stay in Anaheim and we will definitely be back to stay in the same hotel if possible"
Anaheim Marriott Suites,I had an excellent experience with this hotel in Anaheim. Extremely close to Disneyland and California Adventure. Close to a lot restaurant and shops.
Anaheim Marriott Suites,Hubby had work at the convention center and I tagged along and went to Disneyland. This hotel is walking distance to both if you enjoy walking. Hotel has a van service to Disneyland for 6/day. Van service worked well in the morning but didn't show up for the return trip (hotel reimbursed us for the fees). Hotel suite was fine.... More
Anaheim Marriott Suites,Great place! we all were very pleased with it all . Can't wait for our next family trip definitely staying here!
Anaheim Marriott Suites,"Room had plenty of bed space but very uncomfortable. Not enough bed linens. Staff was nice but every little thing was a charge. Like parking, and shuttle to Disneyland. Front desk had someone but food/drinks were not open early enough. Pool was open till 11pm."
Anaheim Marriott Suites,The shuttle to Disneyland was great. Very punctual. Staff at the hotel were very friendly. Check in/out was so easy. They sell Disneyland tickets in the lobby
Anaheim Marriott Suites,"We had the breakfast buffet and our server, Sassan, was the best server I've ever had. He was so attentive and kind. He would look us in the eye and I think he actually cared that we had a great breakfast!! He made my week with him being himself."
Anaheim Marriott Suites,Valet guy didn't even help us to bring out luggage to the room. The water was out the day we check out. We called for iron and it never came.
Anaheim Marriott Suites,"I often come down to Orange County either for work, friends or family. I have stayed in several hotels, on my most recent trip I booked a room at the Marroit Suites in garden grove.. the level of customer service from the front desk team was by far the best. I will now only choose to stay at the amazing Marroit Suites in Garden Grove. Thank you front desk team! :)"
Anaheim Marriott Suites,"Was there for 2 nights, easy check in and super friendly staff. 1 mile from downtown Disney and lots of great restaurants all around."
Anaheim Marriott Suites,Excellent .more that I was thinking
Anaheim Marriott Suites,"We stayed here while visiting Disneyland this is a great hotel location. You have to catch a shuttle to the park, but it picks up right in front of the hotel and drops off right at the front gates. The hotel is very nice and there's a Starbucks downstairs in the lobby. Great location pretty hotel!"
Anaheim Marriott Suites,Our family loved our stay at the Marriott Anaheim suites. The beautiful suite was more than enough room for my large family and the staff took such great care of us. They went about and beyond to ensure we had a very memorable experience for my daughter's birthday at the hotel and at Disneyland. Excellent hospitality! Thank you...we'll definitely be... More
Anaheim Marriott Suites,"My family (2 adults, 1 kid) stayed for 3 nights during the weekend. Check in process is smooth but staff did not recognized my booked rate including parking fee and PCA pass until I told her so. My Platinum member benefit was breakfast for two because there is no concierge lounge in this hotel And hotel point or 10 coupon... More"
Anaheim Marriott Suites,It was such a great resort. We went on s turn around trip to Disney land California. So we traveled in s group of fourteen total. Rented cars and drive from Az. We left early in the morning and arrived just before the Hayes opppened. After a long fast Disney we were pleased to arrive at the resort and relax. We had a quick check in with no hang ups. They even had us in joining rooms it was perfect!
Anaheim Marriott Suites,My sister I visit Disneyland every other month and we always stay here! The rooms are comfortable and the staff is very welcoming. Isela at the check-in desk always makes sure we are taken care of. There is a shuttle to/from Disneyland that picks you up right outside of the hotel. Did I mention the Starbucks there Thank you... More
Anaheim Marriott Suites,nice clean hotel
Anaheim Marriott Suites,"The hotel itself is very nice, very clean and our room suite is beautiful, I really like the set up. The location is great, walking distance to great restaurant. I will definitely come back when I'm in town."
Anaheim Marriott Suites,"We stayed here 1 night to allow us an early start on the day at Disneyland. Every staff member (check in, server in restaurant, check out) that I dealt with was professional, friendly, and helpful. The lobby had a nice look to it. Plusses about the rooms include that the suites allow booking a family of 6 into a single... More"
Anaheim Marriott Suites,"The room was a bit outdated but spacious. The location is further from Disneyland so it's a lot quieter. However, you can still hear kids running around and laughing at night (naturally, being near the Disneyland). The hotel offers Disneyland ticket sales booth and shuttle (with fees). This would be a good hotel if you travel with family and want... More"
Anaheim Marriott Suites,"The hotel rooms were a little dated. Staff was courteous, but sparse. Convenient to have a Starbucks in the lobby. Shower drained slow...had to take a quick shower otherwise you'd be taking a bath. Bed was rock hard, so tossed and turned a lot."
Anaheim Marriott Suites,"Its okay, but they don't offer breakfast and charge a lot for parking. For parking if you you drive in and go to Disney you must pay hotel parking and Disney parking"
Anaheim Marriott Suites,It was a horrible stay because the room was outdated and old everything was dirty the toilet and the sink had plumbing problems and they ran all night long and bubbled like they were backing off and going to overflow the hallways with smelly and dark and grungy I will never stay here again
Anaheim Marriott Suites,2days great hotel very good staff
Anaheim Marriott Suites,The room was clean we were able to sort of upgrade our room from one King size bed to 2 double beds + one sofa bed suite room! Service there was OK...as they didn't fix the lamp light issue in the room (it died they did not replace it). There was no fan in the washroom --... More
Anaheim Marriott Suites,We do a lot of travel and this has been our favorite hotel so far. Will stay here again
Anaheim Marriott Suites,"Stayed for 4 nights on points for PGF Softball Tournament in Huntington Beach. For those traveling for sports tournaments in H B it was very easy on/ off freeway to the sports complexes in area. Was upgraded to Executive Suite for Marriott status . Beautiful, large room. Large living room area with couch and chairs. Perfect workstation/desk area next to... More"
Anaheim Marriott Suites,Hotel was a good Value and really close to Disneyland. The beds pillows could be upgraded. The shower head needs to be replaced. Overall a good place for my family.
Anaheim Marriott Suites,"This hotel is in a great location and has a great staff! Located just down the street from Disneyland and just far enough so that you are not stuck in the extremely crowded areas just outside of the gates, which could leave you frustrated after a long day at the park. Stayed here for a special occasion with my loved... More"
Anaheim Marriott Suites,"Device was fine, same with location. Don't waste your time with the shuttle to DisneyLand especially during peak hours. Only have one driver and one bus at peek hours. They say it runs every 30 minutes. With it true but it doesn't hold enough so we had to wait for the same bus to come back. Sitting sitting for an... More"
Anaheim Marriott Suites,"This was a nice place to stay during our first trip to see Disneyland. The rooms were clean and had plenty of space for the three of us. The front desk staff were friendly and helpful. We enjoyed the breakfast buffet in the restaurant, Sunspot. Leo, our server in the restaurant was warm and welcoming. We requested to be seated... More"
